Employee_ID,Age,Gender,Country,Industry,Work_Mode,Work_Hours_Per_Week,Stress_Level,Sleep_Hours,Productivity_Score,Physical_Activity_Hours,Mental_Health_Support_Access,Burnout_Risk,productivity_level
EMP_1121,33,Male,India,Manufacturing,Remote,49,4,5.2,46,5.4,No,Low,Media
EMP_1122,25,Non-binary,India,Education,Remote,34,6,7.8,96,2.3,Yes,Low,Alta
EMP_1123,39,Female,Singapore,Education,Hybrid,49,6,7.7,65,9.3,Yes,Low,Media
EMP_1124,59,Male,UK,Healthcare,Remote,47,3,5.6,46,1.3,No,Medium,Media
EMP_1125,58,Non-binary,Canada,Tech,Hybrid,60,4,5.0,90,2.3,Yes,Low,Alta
EMP_1126,31,Male,Germany,Retail,Remote,50,2,9.4,43,1.4,No,Medium,Media
EMP_1127,52,Female,Australia,Education,Remote,45,9,6.4,89,3.9,No,Medium,Alta
EMP_1128,41,Non-binary,France,Education,Remote,43,3,9.7,93,2.8,Yes,Medium,Alta
EMP_1129,57,Female,India,Healthcare,On-site,37,9,9.4,81,3.5,Yes,Medium,Alta
EMP_1130,51,Non-binary,France,Healthcare,On-site,43,10,7.4,98,9.4,No,Medium,Alta
EMP_1131,33,Non-binary,USA,Finance,On-site,53,9,5.2,77,3.1,Yes,Medium,Alta
EMP_1132,38,Non-binary,USA,Education,On-site,32,5,7.9,65,0.4,No,Medium,Media
EMP_1133,25,Non-binary,USA,Healthcare,On-site,59,8,5.0,87,8.7,Yes,Low,Alta
EMP_1134,45,Male,Canada,Healthcare,Remote,41,3,4.5,93,8.5,Yes,Medium,Alta
EMP_1135,25,Female,UK,Education,On-site,42,10,8.4,61,8.4,No,High,Media
EMP_1136,32,Non-binary,France,Education,Remote,55,7,9.0,82,0.6,Yes,High,Alta
EMP_1137,31,Non-binary,Australia,Manufacturing,Remote,58,1,5.7,52,6.9,No,Low,Media
EMP_1138,22,Female,Australia,Education,On-site,37,6,6.8,93,7.0,No,Low,Alta
EMP_1139,29,Male,Germany,Healthcare,Remote,41,6,7.5,41,7.7,Yes,Low,Media
EMP_1140,45,Female,UK,Healthcare,Remote,49,4,8.5,87,1.3,Yes,Medium,Alta
EMP_1141,40,Male,Australia,Finance,Hybrid,50,7,5.4,52,2.7,Yes,Low,Media
EMP_1142,40,Female,India,Tech,Remote,61,6,7.5,62,7.7,No,High,Media
EMP_1143,32,Male,Canada,Retail,Remote,64,10,5.3,84,4.3,No,Low,Alta
EMP_1144,43,Non-binary,Japan,Education,Hybrid,47,2,7.1,53,2.6,No,Medium,Media
EMP_1145,24,Male,Japan,Healthcare,Hybrid,41,8,4.8,77,3.2,No,High,Alta
EMP_1146,59,Male,France,Healthcare,Remote,52,1,5.0,70,3.3,Yes,Low,Media
EMP_1147,44,Female,Germany,Retail,Hybrid,41,1,6.6,79,4.6,No,High,Alta
EMP_1148,47,Female,Brazil,Tech,Hybrid,53,10,6.0,83,4.0,Yes,Low,Alta
EMP_1149,54,Male,Singapore,Retail,On-site,55,10,4.2,72,1.7,No,High,Alta
EMP_1150,55,Male,Canada,Finance,Remote,51,1,9.8,59,7.9,Yes,Medium,Media
EMP_1151,51,Female,Germany,Retail,Remote,39,4,9.3,59,3.1,Yes,Low,Media
EMP_1152,35,Female,UK,Healthcare,Remote,39,9,9.1,63,0.0,Yes,Medium,Media
EMP_1153,28,Female,Japan,Healthcare,On-site,43,8,8.0,93,4.6,Yes,Low,Alta
EMP_1154,46,Male,France,Finance,On-site,50,5,8.9,86,8.7,No,High,Alta
EMP_1155,26,Female,India,Healthcare,Hybrid,31,4,9.3,51,7.7,No,Medium,Media
EMP_1156,43,Non-binary,USA,Education,Hybrid,55,2,7.9,48,5.0,Yes,Low,Media
EMP_1157,41,Female,UK,Tech,On-site,41,7,4.9,59,3.9,No,Low,Media
EMP_1158,38,Female,Germany,Finance,On-site,63,2,6.8,45,3.5,Yes,High,Media
EMP_1159,47,Male,Germany,Tech,Remote,62,7,8.1,40,4.9,No,Medium,Baja
EMP_1160,25,Female,Singapore,Tech,Hybrid,37,10,8.8,98,4.5,No,Medium,Alta
EMP_1161,43,Non-binary,France,Manufacturing,Remote,57,9,8.6,95,6.7,Yes,Low,Alta
EMP_1162,43,Non-binary,Canada,Tech,Remote,62,10,8.4,69,4.3,No,Medium,Media
EMP_1163,24,Male,India,Retail,On-site,33,10,8.1,56,4.3,No,Low,Media
EMP_1164,56,Female,Germany,Tech,On-site,56,1,6.7,59,6.4,Yes,Medium,Media
EMP_1165,24,Non-binary,Singapore,Finance,Remote,35,9,4.6,86,1.4,No,Medium,Alta
EMP_1166,39,Female,India,Healthcare,Hybrid,45,9,7.4,42,0.8,No,Low,Media
EMP_1167,31,Non-binary,UK,Retail,Hybrid,35,6,9.6,87,3.0,No,Low,Alta
EMP_1168,33,Non-binary,Australia,Healthcare,Hybrid,35,7,9.8,90,1.9,No,Medium,Alta
EMP_1169,54,Non-binary,Brazil,Healthcare,Remote,53,10,6.8,88,9.4,No,High,Alta
EMP_1170,33,Female,Japan,Healthcare,Remote,55,3,8.1,57,0.1,Yes,Low,Media
EMP_1171,48,Non-binary,Germany,Tech,On-site,59,10,8.7,80,3.2,Yes,Low,Alta
EMP_1172,23,Non-binary,France,Finance,Remote,48,10,9.0,77,4.2,No,High,Alta
EMP_1173,46,Female,Japan,Manufacturing,On-site,51,6,6.1,68,1.5,No,Low,Media
EMP_1174,56,Non-binary,Germany,Healthcare,On-site,46,7,4.2,94,5.7,Yes,High,Alta
EMP_1175,53,Non-binary,France,Manufacturing,Remote,63,6,5.8,88,3.2,No,Low,Alta
EMP_1176,31,Non-binary,Canada,Finance,Hybrid,52,10,6.6,88,0.2,No,High,Alta
EMP_1177,53,Male,Singapore,Education,Remote,54,10,9.7,47,1.0,Yes,Low,Media
EMP_1178,29,Non-binary,Australia,Finance,Remote,55,9,6.5,88,2.2,No,Medium,Alta
EMP_1179,45,Non-binary,UK,Healthcare,Hybrid,50,9,7.2,65,2.3,No,Medium,Media
EMP_1180,51,Female,India,Finance,Remote,55,5,4.0,93,3.3,No,High,Alta
EMP_1181,33,Non-binary,UK,Retail,Hybrid,56,7,6.5,80,0.3,Yes,Low,Alta
EMP_1182,54,Male,Canada,Education,Hybrid,56,1,6.0,55,1.7,No,High,Media
EMP_1183,27,Female,USA,Healthcare,Hybrid,54,9,7.1,52,8.5,Yes,Medium,Media
EMP_1184,45,Non-binary,Brazil,Finance,On-site,42,6,4.8,44,8.9,Yes,High,Media
EMP_1185,51,Female,Brazil,Healthcare,Hybrid,58,4,8.8,69,5.0,Yes,High,Media
EMP_1186,43,Male,Brazil,Retail,Hybrid,34,1,8.5,83,6.8,No,Medium,Alta
EMP_1187,26,Female,Australia,Healthcare,Hybrid,37,10,7.9,74,7.1,No,Medium,Alta
EMP_1188,25,Female,Singapore,Healthcare,Remote,53,7,8.3,72,6.3,No,Medium,Alta
EMP_1189,29,Male,Germany,Tech,Hybrid,37,3,6.2,82,3.4,Yes,Medium,Alta
EMP_1190,35,Female,UK,Tech,Hybrid,34,8,9.4,71,7.5,No,Medium,Alta
EMP_1191,40,Non-binary,India,Tech,On-site,46,10,5.7,42,7.6,Yes,High,Media
EMP_1192,40,Male,Brazil,Tech,Hybrid,53,5,5.8,85,1.6,No,Medium,Alta
EMP_1193,50,Non-binary,Australia,Finance,Hybrid,38,3,7.6,94,3.8,Yes,Low,Alta
EMP_1194,35,Non-binary,Australia,Finance,Hybrid,30,5,6.2,72,7.5,No,Medium,Alta
EMP_1195,32,Female,Germany,Education,Hybrid,50,9,6.2,95,9.3,Yes,High,Alta
EMP_1196,52,Male,India,Retail,Remote,34,6,5.3,53,2.2,No,High,Media
EMP_1197,29,Non-binary,Brazil,Tech,On-site,59,10,9.5,98,0.1,Yes,High,Alta
EMP_1198,34,Female,USA,Retail,Hybrid,36,6,7.0,57,5.5,Yes,Low,Media
EMP_1199,50,Non-binary,Japan,Finance,Remote,46,3,8.1,81,8.6,Yes,High,Alta
EMP_1200,51,Male,USA,Education,On-site,47,2,8.5,86,8.3,Yes,Low,Alta
EMP_1201,55,Female,USA,Finance,Remote,45,10,8.6,70,4.6,Yes,Medium,Media
EMP_1202,26,Male,India,Manufacturing,On-site,35,8,5.2,74,5.9,No,Medium,Alta
EMP_1203,58,Male,Canada,Retail,Remote,58,4,7.5,80,6.1,No,Low,Alta
EMP_1204,38,Female,Canada,Tech,On-site,41,6,7.0,72,2.8,No,Medium,Alta
EMP_1205,56,Male,France,Tech,Hybrid,62,5,7.8,47,9.8,Yes,Medium,Media
EMP_1206,22,Female,Japan,Retail,On-site,40,3,4.4,67,6.7,Yes,Medium,Media
EMP_1207,43,Non-binary,Japan,Finance,Remote,36,4,5.3,72,3.1,No,Low,Alta
EMP_1208,41,Non-binary,Brazil,Education,Hybrid,39,6,4.9,89,4.0,Yes,Low,Alta
EMP_1209,32,Female,Japan,Retail,Hybrid,56,5,5.4,56,4.7,No,Medium,Media
EMP_1210,31,Female,France,Healthcare,On-site,50,8,5.8,76,3.9,No,Low,Alta
EMP_1211,47,Male,Singapore,Tech,Hybrid,38,8,8.6,41,8.2,Yes,Low,Media
EMP_1212,38,Female,France,Manufacturing,On-site,57,7,6.0,75,7.4,Yes,High,Alta
EMP_1213,54,Female,Australia,Manufacturing,Remote,45,3,6.0,70,9.4,No,Low,Media
EMP_1214,46,Non-binary,India,Finance,On-site,54,1,4.6,80,3.4,No,Medium,Alta
EMP_1215,40,Male,India,Finance,Hybrid,34,6,9.9,86,4.1,Yes,Low,Alta
EMP_1216,59,Female,Canada,Finance,Hybrid,35,8,5.5,76,5.5,No,High,Alta
EMP_1217,55,Female,USA,Finance,Remote,50,6,9.4,68,7.5,Yes,Low,Media
EMP_1218,42,Female,Brazil,Retail,On-site,51,4,8.1,85,2.6,Yes,Low,Alta
EMP_1219,29,Non-binary,Singapore,Retail,On-site,61,1,9.0,43,9.1,No,Low,Media
EMP_1220,58,Female,USA,Education,On-site,64,8,5.7,61,6.3,Yes,High,Media
EMP_1221,27,Non-binary,UK,Education,Remote,62,2,7.4,69,6.1,Yes,Low,Media
EMP_1222,49,Female,India,Retail,Hybrid,39,6,4.4,81,5.8,No,High,Alta
EMP_1223,49,Male,Singapore,Education,On-site,30,10,9.0,41,0.1,No,Medium,Media
EMP_1224,31,Female,Brazil,Education,Hybrid,50,9,6.7,82,2.0,No,High,Alta
EMP_1225,58,Male,Brazil,Finance,Remote,49,3,4.6,74,6.0,Yes,Low,Alta
EMP_1226,56,Female,UK,Tech,On-site,44,4,5.2,50,4.2,No,Low,Media
EMP_1227,35,Female,USA,Finance,On-site,37,7,4.2,95,7.4,Yes,Medium,Alta
EMP_1228,25,Female,India,Retail,Remote,43,7,7.5,47,0.9,Yes,High,Media
EMP_1229,59,Non-binary,Japan,Manufacturing,Remote,43,2,9.6,87,6.0,No,Medium,Alta
EMP_1230,34,Male,UK,Education,On-site,60,5,7.1,100,4.6,Yes,Medium,Alta
EMP_1231,48,Female,UK,Tech,On-site,49,2,6.6,94,6.5,Yes,High,Alta
EMP_1232,27,Non-binary,Singapore,Retail,Remote,47,6,4.3,94,2.5,Yes,Low,Alta
EMP_1233,55,Male,Germany,Healthcare,On-site,32,1,7.6,53,8.7,No,Medium,Media
EMP_1234,48,Male,Singapore,Finance,Remote,63,3,8.5,91,6.7,No,Low,Alta
EMP_1235,32,Male,India,Finance,On-site,55,6,9.5,56,6.2,Yes,Low,Media
EMP_1236,43,Male,India,Manufacturing,Hybrid,39,7,4.3,64,7.6,Yes,Low,Media
EMP_1237,28,Male,France,Finance,Remote,56,2,4.7,70,4.6,No,High,Media
EMP_1238,50,Male,Canada,Healthcare,Remote,49,8,6.8,97,2.6,No,High,Alta
EMP_1239,56,Female,Canada,Healthcare,Hybrid,36,8,7.0,93,8.5,Yes,Low,Alta
EMP_1240,36,Non-binary,Germany,Finance,Remote,35,2,8.3,58,8.9,Yes,Low,Media
EMP_1241,36,Female,Germany,Healthcare,Hybrid,49,6,8.3,69,6.7,No,Low,Media
EMP_1242,42,Female,France,Healthcare,Remote,32,7,7.8,90,2.0,Yes,Low,Alta
EMP_1243,31,Non-binary,USA,Finance,Remote,55,6,4.1,70,4.8,No,Low,Media
EMP_1244,58,Female,India,Finance,On-site,46,9,6.6,87,2.8,No,Medium,Alta
EMP_1245,33,Female,France,Retail,Hybrid,59,2,8.0,61,7.6,No,Low,Media
EMP_1246,45,Female,USA,Education,Remote,36,4,9.9,93,1.1,No,Low,Alta
EMP_1247,44,Female,India,Retail,Hybrid,35,9,5.1,92,9.4,Yes,Low,Alta
EMP_1248,36,Male,Brazil,Healthcare,Hybrid,52,9,7.6,49,5.6,Yes,High,Media
EMP_1249,45,Non-binary,Brazil,Healthcare,Hybrid,40,6,5.0,83,1.7,Yes,High,Alta
EMP_1250,31,Non-binary,Canada,Retail,Remote,47,1,9.8,100,4.0,No,High,Alta
EMP_1251,48,Female,India,Tech,Remote,49,1,4.4,85,5.6,No,Low,Alta
EMP_1252,26,Male,Singapore,Finance,Remote,60,3,8.6,91,9.8,Yes,Medium,Alta
EMP_1253,32,Non-binary,Singapore,Retail,Hybrid,42,4,9.0,44,2.3,No,Low,Media
EMP_1254,47,Male,Canada,Healthcare,Remote,43,8,4.9,57,7.6,Yes,High,Media
EMP_1255,29,Non-binary,Australia,Education,Remote,60,4,8.0,59,8.2,No,Low,Media
EMP_1256,26,Non-binary,France,Tech,Remote,54,5,4.7,69,4.3,Yes,High,Media
EMP_1257,53,Female,Brazil,Education,Remote,35,10,9.8,95,3.6,No,High,Alta
EMP_1258,49,Female,USA,Healthcare,Remote,47,5,9.4,80,5.1,No,High,Alta
EMP_1259,38,Female,UK,Manufacturing,Remote,61,4,7.5,54,5.9,No,Low,Media
EMP_1260,53,Non-binary,Canada,Education,On-site,63,7,4.3,46,5.9,Yes,High,Media
EMP_1261,28,Male,Brazil,Tech,Hybrid,56,7,8.3,42,3.5,No,Medium,Media
EMP_1262,58,Non-binary,USA,Retail,Hybrid,57,1,5.3,51,0.2,No,Low,Media
EMP_1263,40,Female,USA,Healthcare,On-site,46,6,8.9,62,3.5,Yes,Medium,Media
EMP_1264,50,Male,France,Retail,Hybrid,46,3,5.3,89,8.6,No,High,Alta
EMP_1265,47,Female,Germany,Retail,Remote,51,6,7.7,87,8.1,Yes,Medium,Alta
EMP_1266,41,Male,UK,Healthcare,On-site,50,10,7.0,51,7.6,Yes,Medium,Media
EMP_1267,53,Female,France,Retail,On-site,40,3,5.9,47,1.9,No,High,Media
EMP_1268,57,Female,Japan,Education,Remote,55,10,8.2,52,0.9,No,Medium,Media
EMP_1269,31,Non-binary,France,Education,On-site,55,3,9.5,46,8.5,No,High,Media
EMP_1270,58,Male,France,Finance,On-site,32,4,7.3,82,9.9,Yes,Medium,Alta
EMP_1271,36,Non-binary,Brazil,Finance,Remote,58,4,4.9,58,2.4,Yes,High,Media
EMP_1272,52,Female,Singapore,Education,Hybrid,42,7,5.1,73,5.8,No,High,Alta
EMP_1273,38,Non-binary,France,Tech,On-site,53,6,9.4,99,2.3,No,Low,Alta
EMP_1274,30,Female,Brazil,Education,Hybrid,38,2,9.9,90,9.9,No,High,Alta
EMP_1275,42,Male,Canada,Finance,Hybrid,52,9,8.9,54,4.7,Yes,Medium,Media
EMP_1276,50,Female,Canada,Retail,Remote,40,1,7.4,75,6.5,No,Medium,Alta
EMP_1277,31,Male,France,Manufacturing,Hybrid,47,10,5.5,97,7.3,No,Medium,Alta
EMP_1278,30,Female,Brazil,Healthcare,On-site,49,9,8.2,59,3.3,No,Low,Media
EMP_1279,56,Non-binary,Canada,Tech,Remote,33,6,7.5,89,9.8,Yes,High,Alta
EMP_1280,48,Non-binary,Germany,Healthcare,Remote,45,10,8.6,51,8.4,Yes,High,Media
EMP_1281,53,Non-binary,UK,Tech,Remote,36,7,7.4,100,6.9,No,Medium,Alta
EMP_1282,52,Male,France,Finance,Remote,49,6,5.1,67,8.8,No,Low,Media
EMP_1283,33,Female,Singapore,Finance,Remote,52,2,6.0,88,0.9,No,Low,Alta
EMP_1284,25,Non-binary,USA,Healthcare,On-site,36,3,4.0,73,0.1,No,Medium,Alta
EMP_1285,41,Male,Canada,Education,On-site,34,3,5.1,79,5.0,Yes,Medium,Alta
EMP_1286,28,Non-binary,Germany,Education,On-site,41,8,8.2,96,7.7,Yes,Medium,Alta
EMP_1287,23,Non-binary,USA,Education,Remote,49,5,4.6,83,1.8,Yes,Low,Alta
EMP_1288,53,Male,Canada,Finance,Hybrid,51,8,9.6,75,8.3,No,Low,Alta
EMP_1289,57,Male,France,Finance,On-site,39,4,9.8,71,1.9,No,Low,Alta
EMP_1290,44,Male,India,Healthcare,Hybrid,36,9,4.5,81,3.2,No,High,Alta
EMP_1291,34,Female,France,Finance,On-site,42,5,9.7,67,4.0,No,Low,Media
EMP_1292,53,Male,India,Manufacturing,On-site,60,10,6.3,71,9.9,No,High,Alta
EMP_1293,25,Non-binary,USA,Finance,Remote,49,10,8.5,76,5.4,No,High,Alta
EMP_1294,25,Non-binary,USA,Manufacturing,On-site,54,4,6.1,74,0.5,No,High,Alta
EMP_1295,54,Non-binary,Germany,Education,On-site,32,4,4.6,100,1.9,Yes,High,Alta
EMP_1296,42,Male,Brazil,Retail,Remote,30,1,9.5,53,9.0,Yes,Medium,Media
EMP_1297,22,Male,France,Finance,On-site,44,6,9.5,65,0.4,Yes,High,Media
EMP_1298,37,Non-binary,Australia,Retail,Hybrid,49,4,9.6,81,7.4,No,Medium,Alta
EMP_1299,22,Female,Singapore,Retail,On-site,42,8,5.5,40,6.3,No,Low,Baja
EMP_1300,50,Male,Brazil,Manufacturing,Hybrid,37,2,5.0,90,4.9,Yes,High,Alta
EMP_1301,42,Male,Australia,Healthcare,Hybrid,55,5,7.2,58,8.6,No,Low,Media
EMP_1302,29,Female,Brazil,Manufacturing,Hybrid,61,4,4.8,42,4.7,Yes,Low,Media
EMP_1303,36,Male,Singapore,Finance,Remote,34,4,6.6,63,4.4,Yes,Medium,Media
EMP_1304,24,Non-binary,Japan,Finance,Remote,50,1,7.4,100,1.5,No,Low,Alta
EMP_1305,44,Female,Brazil,Healthcare,Remote,55,7,4.9,58,5.1,Yes,Low,Media
EMP_1306,34,Female,India,Manufacturing,On-site,34,4,7.6,58,5.6,Yes,High,Media
EMP_1307,42,Male,UK,Healthcare,Remote,56,9,7.2,79,7.2,No,Medium,Alta
EMP_1308,24,Male,UK,Healthcare,Remote,30,7,4.0,43,8.1,Yes,Low,Media
EMP_1309,24,Non-binary,Japan,Manufacturing,Remote,60,10,7.9,58,6.9,No,Medium,Media
EMP_1310,37,Non-binary,India,Education,On-site,52,8,6.9,97,1.5,No,Low,Alta
EMP_1311,31,Female,Germany,Retail,On-site,40,6,8.4,67,8.1,Yes,Low,Media
EMP_1312,51,Female,Japan,Finance,On-site,38,6,5.2,65,4.2,No,Medium,Media
EMP_1313,50,Female,Singapore,Retail,On-site,51,6,8.0,48,7.2,Yes,Low,Media
EMP_1314,35,Non-binary,Brazil,Education,Remote,53,8,7.3,88,7.9,No,High,Alta
EMP_1315,41,Male,Singapore,Finance,On-site,36,9,7.9,59,9.0,No,Low,Media
EMP_1316,34,Male,France,Education,Remote,54,9,6.6,100,4.4,Yes,Medium,Alta
EMP_1317,58,Non-binary,Germany,Tech,Hybrid,39,7,7.5,91,2.0,No,Medium,Alta
EMP_1318,51,Male,Germany,Retail,On-site,63,1,8.1,90,0.7,Yes,Low,Alta
EMP_1319,25,Female,UK,Tech,On-site,42,3,9.7,59,8.4,No,High,Media
EMP_1320,42,Non-binary,India,Retail,On-site,41,5,5.8,91,5.6,Yes,Low,Alta
EMP_1321,48,Male,Japan,Education,On-site,40,9,7.3,70,7.0,No,High,Media
EMP_1322,37,Male,Germany,Retail,Remote,32,3,9.3,70,3.8,Yes,Low,Media
EMP_1323,59,Non-binary,France,Retail,Hybrid,41,8,9.4,71,9.5,No,Medium,Alta
EMP_1324,27,Female,UK,Finance,Remote,49,7,9.5,47,9.9,Yes,High,Media
EMP_1325,42,Female,UK,Tech,Hybrid,61,1,7.7,77,4.2,Yes,Medium,Alta
EMP_1326,38,Male,Japan,Tech,Hybrid,31,8,5.9,50,0.5,Yes,High,Media
EMP_1327,41,Female,India,Retail,On-site,32,5,8.5,88,6.6,Yes,Medium,Alta
EMP_1328,57,Male,Germany,Education,Remote,31,5,6.3,97,4.7,No,Low,Alta
EMP_1329,39,Non-binary,Singapore,Tech,On-site,62,7,6.4,61,1.3,No,High,Media
EMP_1330,38,Non-binary,Brazil,Retail,On-site,47,2,9.5,98,6.7,No,High,Alta
EMP_1331,29,Male,Germany,Manufacturing,Remote,34,3,6.2,49,5.7,Yes,Low,Media
EMP_1332,26,Male,USA,Healthcare,On-site,34,3,7.5,95,9.7,No,High,Alta
EMP_1333,28,Non-binary,UK,Manufacturing,Hybrid,38,4,9.5,99,0.8,Yes,High,Alta
EMP_1334,27,Male,Singapore,Healthcare,Remote,43,1,8.3,64,3.2,Yes,Medium,Media
EMP_1335,34,Non-binary,India,Education,Hybrid,41,8,5.7,83,5.9,Yes,Medium,Alta
EMP_1336,33,Non-binary,USA,Manufacturing,Remote,42,5,4.9,74,5.8,Yes,High,Alta
EMP_1337,29,Non-binary,UK,Finance,Remote,50,4,5.0,80,8.4,No,High,Alta
EMP_1338,48,Non-binary,Australia,Finance,On-site,46,6,8.4,73,0.1,No,Medium,Alta
EMP_1339,32,Male,USA,Manufacturing,On-site,52,1,7.7,92,4.3,No,Low,Alta
EMP_1340,27,Female,Canada,Tech,Hybrid,34,10,5.6,93,3.2,No,High,Alta
EMP_1341,52,Female,India,Tech,On-site,50,9,10.0,52,2.3,Yes,Low,Media
EMP_1342,44,Female,India,Retail,On-site,55,8,9.2,69,4.5,Yes,High,Media
EMP_1343,46,Female,USA,Finance,On-site,54,3,6.4,40,4.3,Yes,Low,Baja
EMP_1344,59,Male,Brazil,Manufacturing,Remote,55,8,4.9,61,2.0,No,Medium,Media
EMP_1345,32,Female,Japan,Tech,Remote,42,8,7.6,71,4.3,Yes,Medium,Alta
EMP_1346,25,Female,UK,Manufacturing,On-site,60,10,5.7,55,5.2,No,Low,Media
EMP_1347,48,Female,USA,Tech,Hybrid,40,6,7.8,83,6.2,Yes,High,Alta
EMP_1348,30,Non-binary,Australia,Tech,Hybrid,53,3,6.2,70,0.6,No,Medium,Media
EMP_1349,48,Male,Brazil,Tech,Hybrid,44,6,7.8,97,9.7,No,High,Alta
EMP_1350,43,Non-binary,France,Healthcare,Remote,38,6,8.7,76,9.7,Yes,High,Alta
EMP_1351,59,Non-binary,Brazil,Finance,On-site,60,1,5.9,96,1.0,Yes,High,Alta
EMP_1352,42,Male,Japan,Retail,On-site,47,2,6.7,89,1.9,No,High,Alta
EMP_1353,31,Female,USA,Retail,Remote,44,1,6.0,92,6.2,Yes,Medium,Alta
EMP_1354,42,Female,France,Education,Hybrid,42,4,9.7,78,6.1,No,High,Alta
EMP_1355,25,Non-binary,Brazil,Education,Hybrid,48,4,8.7,67,7.0,Yes,Medium,Media
EMP_1356,38,Male,Germany,Tech,Remote,31,7,4.5,69,7.8,Yes,Medium,Media
EMP_1357,46,Non-binary,Germany,Education,On-site,50,2,9.6,69,2.8,No,Medium,Media
EMP_1358,32,Non-binary,Germany,Tech,Remote,37,1,9.2,75,4.8,Yes,Medium,Alta
EMP_1359,46,Non-binary,USA,Healthcare,On-site,50,7,5.1,79,8.4,Yes,High,Alta
EMP_1360,40,Female,Canada,Education,Remote,62,1,8.3,85,1.3,Yes,Low,Alta
EMP_1361,30,Male,UK,Education,Remote,45,2,8.5,62,3.4,No,Medium,Media
EMP_1362,26,Female,Singapore,Education,Remote,63,7,7.9,65,6.9,Yes,Low,Media
EMP_1363,50,Male,UK,Tech,Remote,45,1,7.9,75,0.2,Yes,Medium,Alta
EMP_1364,24,Male,Brazil,Finance,Remote,38,9,5.9,64,7.6,No,Low,Media
EMP_1365,54,Female,India,Manufacturing,Hybrid,56,9,4.4,52,5.9,Yes,Low,Media
EMP_1366,59,Female,USA,Tech,Hybrid,35,10,9.3,72,9.0,Yes,Medium,Alta
EMP_1367,35,Male,Japan,Manufacturing,Hybrid,48,5,7.3,72,3.9,Yes,High,Alta
EMP_1368,38,Female,Brazil,Tech,On-site,55,2,7.9,68,0.3,No,Low,Media
EMP_1369,33,Male,USA,Retail,Remote,43,4,8.6,87,7.5,Yes,High,Alta
EMP_1370,41,Female,India,Manufacturing,Hybrid,44,10,9.3,93,2.5,Yes,Medium,Alta
EMP_1371,22,Male,Germany,Tech,Remote,61,7,8.3,69,9.8,Yes,Medium,Media
EMP_1372,52,Non-binary,Canada,Tech,Hybrid,45,2,7.7,96,0.0,Yes,High,Alta
EMP_1373,25,Male,Australia,Manufacturing,On-site,58,7,8.4,50,1.0,No,Low,Media
EMP_1374,34,Female,France,Manufacturing,On-site,56,1,5.8,42,9.0,No,Low,Media
EMP_1375,38,Female,Brazil,Manufacturing,Hybrid,31,8,5.0,47,0.9,Yes,Medium,Media
EMP_1376,59,Non-binary,Japan,Tech,On-site,31,10,6.9,86,6.9,Yes,Low,Alta
EMP_1377,47,Non-binary,Singapore,Manufacturing,Remote,61,7,9.0,66,1.8,Yes,High,Media
EMP_1378,24,Non-binary,UK,Tech,Hybrid,48,8,5.2,57,0.2,No,Low,Media
EMP_1379,37,Non-binary,India,Manufacturing,Hybrid,32,10,9.0,67,5.6,No,Low,Media
EMP_1380,25,Female,France,Manufacturing,Hybrid,53,8,8.9,74,1.6,No,High,Alta
EMP_1381,57,Non-binary,Germany,Tech,Hybrid,52,7,5.0,65,3.7,No,Medium,Media
EMP_1382,31,Non-binary,India,Healthcare,Hybrid,56,6,9.8,45,6.0,Yes,Medium,Media
EMP_1383,44,Non-binary,India,Retail,Hybrid,40,1,6.1,98,8.6,Yes,High,Alta
EMP_1384,43,Non-binary,Germany,Education,Remote,43,7,4.5,66,8.8,Yes,High,Media
EMP_1385,28,Non-binary,USA,Tech,Hybrid,40,4,8.1,90,3.3,Yes,Medium,Alta
EMP_1386,45,Non-binary,Singapore,Education,Hybrid,55,4,7.5,87,4.1,Yes,Low,Alta
EMP_1387,51,Male,Brazil,Healthcare,Remote,62,2,7.0,98,0.7,No,Low,Alta
EMP_1388,47,Female,Brazil,Education,Hybrid,36,4,4.1,41,3.0,Yes,Low,Media
EMP_1389,26,Male,Australia,Retail,Remote,57,6,8.0,40,7.0,No,Medium,Baja
EMP_1390,46,Female,Brazil,Tech,On-site,60,10,7.6,83,4.9,Yes,Medium,Alta
EMP_1391,42,Female,USA,Tech,Hybrid,60,7,8.5,89,1.0,No,High,Alta
EMP_1392,53,Male,Singapore,Manufacturing,On-site,35,8,5.5,45,0.8,Yes,Medium,Media
EMP_1393,46,Non-binary,France,Finance,Hybrid,60,1,5.9,75,7.8,No,Low,Alta
EMP_1394,48,Male,USA,Healthcare,Remote,31,9,6.7,72,1.8,No,High,Alta
EMP_1395,58,Female,Japan,Healthcare,Hybrid,33,5,7.5,84,5.2,Yes,Medium,Alta
EMP_1396,40,Male,USA,Tech,Hybrid,51,7,4.7,49,9.7,Yes,Low,Media
EMP_1397,52,Female,Brazil,Manufacturing,On-site,41,7,4.3,51,2.2,No,Low,Media
EMP_1398,50,Non-binary,UK,Manufacturing,Remote,38,3,8.4,100,6.1,Yes,Medium,Alta
EMP_1399,53,Female,Singapore,Manufacturing,Hybrid,63,6,7.8,46,4.2,Yes,Medium,Media
EMP_1400,49,Non-binary,Singapore,Manufacturing,Remote,35,5,9.3,82,3.6,No,High,Alta
EMP_1401,37,Male,UK,Manufacturing,Remote,35,10,5.1,52,4.5,No,High,Media
